,year_film,year_ceremony,ceremony,category,name,film,winner,total_noms,runtime,director,stars,gross,imdb_rating,metascore,best_director_nom,genre_drama,genre_romance,genre_war,genre_crime,genre_film-noir,genre_musical,genre_action,genre_comedy,genre_music,genre_western,genre_history,genre_thriller,genre_biography,genre_family,genre_adventure,genre_sport,genre_mystery,genre_fantasy,genre_sci-fi,genre_horror,genre_animation,certificate_pg-13,certificate_passed,certificate_not_rated,certificate_approved,certificate_tv-pg,certificate_g,certificate_pg,certificate_tv-ma,certificate_r,certificate_m/pg,certificate_gp,bafta_nom,bafta_win,gg_drama_nom,gg_drama_win,gg_comedy_nom,gg_comedy_win,rt_critic,rt_audience,pga_nom,pga_win,ccma_nom,ccma_win
276,1971,1972,44,BEST PICTURE,"Philip D'Antoni, Producer",The French Connection,TRUE,8,104,William Friedkin,"Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco",112948282.3,7.7,94,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,96,87,0,0,0,0
277,1971,1972,44,BEST PICTURE,"Stephen J. Friedman, Producer",The Last Picture Show,FALSE,8,118,Peter Bogdanovich,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson",210516496.7,8,93,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,98,89,0,0,0,0
278,1971,1972,44,BEST PICTURE,"Sam Spiegel, Producer",Nicholas and Alexandra,FALSE,6,183,Franklin J. Schaffner,"Michael Jayston, Janet Suzman, Roderic Noble, Ania Marson",28650686.04,7.2,57,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,78,0,0,0,0
279,1971,1972,44,BEST PICTURE,"Norman Jewison, Producer",Fiddler on the Roof,FALSE,8,181,Norman Jewison,"Topol, Norma Crane, Leonard Frey, Molly Picon",581696975.3,8,67,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,80,92,0,0,0,0
280,1972,1973,45,BEST PICTURE,"Bengt Forslund, Producer",The Emigrants,FALSE,4,151,Jan Troell,"Max von Sydow, Liv Ullmann, Eddie Axberg, Sven-Olof Bern",8097399.782,8,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,86,0,0,0,0
281,1972,1973,45,BEST PICTURE,"Cy Feuer, Producer",Cabaret,FALSE,10,124,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey",299411269.7,7.8,80,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,92,87,0,0,0,0
282,1972,1973,45,BEST PICTURE,"John Boorman, Producer",Deliverance,FALSE,3,109,John Boorman,"Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox",49401375.23,7.7,80,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,89,82,0,0,0,0
283,1972,1973,45,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,TRUE,11,175,Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan, Diane Keaton",944942464.4,9.2,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,97,98,0,0,0,0
284,1972,1973,45,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,FALSE,4,105,Martin Ritt,"Cicely Tyson, Paul Winfield, Kevin Hooks, Carmen Mathews",21708286.74,7.5,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,77,0,0,0,0
285,1973,1974,46,BEST PICTURE,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",American Graffiti,FALSE,5,110,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith",758002815.3,7.4,97,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,95,84,0,0,0,0
286,1973,1974,46,BEST PICTURE,"William Peter Blatty, Producer",The Exorcist,FALSE,10,122,William Friedkin,"Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb",1535160988,8.1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,78,87,0,0,0,0
287,1973,1974,46,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,TRUE,10,129,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning",1051976081,8.3,83,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,95,0,0,0,0
288,1973,1974,46,BEST PICTURE,"Melvin Frank, Producer",A Touch of Class,FALSE,5,106,Melvin Frank,"George Segal, Glenda Jackson, Paul Sorvino, K Callan",120700413.5,6.5,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85,65,0,0,0,0
289,1973,1974,46,BEST PICTURE,"Ingmar Bergman, Producer",Cries & Whispers,FALSE,5,91,Ingmar Bergman,"Harriet Andersson, Liv Ullmann, Kari Sylwan, Ingrid Thulin",11484388.6,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91,90,0,0,0,0
290,1974,1975,47,BEST PICTURE,"Irwin Allen, Producer",The Towering Inferno,FALSE,8,165,John Guillermin,"Paul Newman, Steve McQueen, William Holden, Faye Dunaway",688600000,7,69,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,72,0,0,0,0
291,1974,1975,47,BEST PICTURE,"Robert Evans, Producer",Chinatown,FALSE,11,130,Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez",,8.2,92,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,99,93,0,0,0,0
292,1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",The Conversation,FALSE,3,113,Francis Ford Coppola,"Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest",26238034.48,7.8,87,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,97,89,0,0,0,0
293,1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,TRUE,11,202,Francis Ford Coppola,"Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton",340144655.2,9,90,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,96,97,0,0,0,0
294,1974,1975,47,BEST PICTURE,"Marvin Worth, Producer",Lenny,FALSE,6,111,Bob Fosse,"Dustin Hoffman, Valerie Perrine, Jan Miner, Stanley Beck",50029556.27,7.5,61,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,88,0,0,0,0
295,1975,1976,48,BEST PICTURE,"Saul Zaentz and Michael Douglas, Producers",One Flew Over the Cuckoo's Nest,TRUE,9,133,Milos Forman,"Jack Nicholson, Louise Fletcher, Michael Berryman, Peter Brocco",609244609.7,8.7,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,93,96,0,0,0,0
296,1975,1976,48,BEST PICTURE,"Stanley Kubrick, Producer",Barry Lyndon,FALSE,7,185,Stanley Kubrick,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger",,8.1,89,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,87,92,0,0,0,0
297,1975,1976,48,BEST PICTURE,"Martin Bregman and Martin Elfand, Producers",Dog Day Afternoon,FALSE,6,125,Sidney Lumet,"Al Pacino, John Cazale, Penelope Allen, Sully Boyar",271984200.7,8,86,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,96,90,0,0,0,0
298,1975,1976,48,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",Jaws,FALSE,4,124,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary",1414317844,8.1,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,97,90,0,0,0,0
299,1975,1976,48,BEST PICTURE,"Robert Altman, Producer",Nashville,FALSE,5,160,Robert Altman,"Keith Carradine, Karen Black, Ronee Blakley, Shelley Duvall",80637875.84,7.6,96,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,91,84,0,0,0,0
300,1976,1977,49,BEST PICTURE,"Walter Coblenz, Producer",All the President's Men,FALSE,8,138,Alan J. Pakula,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam",363118506.2,7.9,84,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,94,92,0,0,0,0
301,1976,1977,49,BEST PICTURE,"Robert F. Blumofe and Harold Leventhal, Producers",Bound for Glory,FALSE,6,147,Hal Ashby,"David Carradine, Ronny Cox, Melinda Dillon, Gail Strickland",,7.3,70,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,84,76,0,0,0,0
302,1976,1977,49,BEST PICTURE,"Howard Gottfried, Producer",Network,FALSE,10,121,Sidney Lumet,"Faye Dunaway, William Holden, Peter Finch, Robert Duvall",,8.1,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,92,93,0,0,0,0
303,1976,1977,49,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,TRUE,10,120,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",602978580.2,8.1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,92,69,0,0,0,0
304,1976,1977,49,BEST PICTURE,"Michael Phillips and Julia Phillips, Producers",Taxi Driver,FALSE,4,114,Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks",145363507.8,8.2,94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,89,93,0,0,0,0
305,1977,1978,50,BEST PICTURE,"Ray Stark, Producer",The Goodbye Girl,FALSE,5,111,Herbert Ross,"Richard Dreyfuss, Marsha Mason, Quinn Cummings, Paul Benedict",492587623.8,7.4,64,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,80,85,0,0,0,0
306,1977,1978,50,BEST PICTURE,"Gary Kurtz, Producer",Star Wars: Episode IV - A New Hope,FALSE,10,121,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness",1558605869,8.6,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,93,96,0,0,0,0
307,1977,1978,50,BEST PICTURE,"Richard Roth, Producer",Julia,FALSE,11,117,Fred Zinnemann,"Jane Fonda, Vanessa Redgrave, Jason Robards, Maximilian Schell",,7.1,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,73,70,0,0,0,0
308,1977,1978,50,BEST PICTURE,"Charles H. Joffe, Producer",Annie Hall,TRUE,5,93,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane",189308184.8,8,92,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,97,92,0,0,0,0
309,1977,1978,50,BEST PICTURE,"Herbert Ross and Arthur Laurents, Producers",The Turning Point,FALSE,11,119,Herbert Ross,"Anne Bancroft, Shirley MacLaine, Mikhail Baryshnikov, Tom Skerritt",162264158.4,6.8,68,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,63,67,0,0,0,0
310,1978,1979,51,BEST PICTURE,"Jerome Hellman, Producer",Coming Home,FALSE,8,127,Hal Ashby,"Jane Fonda, Jon Voight, Bruce Dern, Penelope Milford",146569456.6,7.3,61,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,83,83,0,0,0,0
311,1978,1979,51,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,TRUE,9,183,Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale, John Savage",219847319.6,8.1,86,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,86,91,0,0,0,0
312,1978,1979,51,BEST PICTURE,"Warren Beatty, Producer",Heaven Can Wait,FALSE,9,101,"Warren Beatty, Buck Henry","Warren Beatty, James Mason, Julie Christie, Jack Warden",366448398.1,6.9,72,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,85,68,0,0,0,0
313,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE,6,121,Alan Parker,"Brad Davis, Irene Miracle, Bo Hopkins, Paolo Bonacelli",157100076.7,7.5,59,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,90,89,0,0,0,0
314,1978,1979,51,BEST PICTURE,"Paul Mazursky and Tony Ray, Producers",An Unmarried Woman,FALSE,3,124,Paul Mazursky,"Jill Clayburgh, Alan Bates, Michael Murphy, Cliff Gorman",107725766.9,7.2,79,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,89,73,0,0,0,0
315,1979,1980,52,BEST PICTURE,"Robert Alan Aurthur, Producer",All That Jazz,FALSE,9,123,Bob Fosse,"Roy Scheider, Jessica Lange, Ann Reinking, Leland Palmer",152469530.3,7.8,72,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,86,0,0,0,0
316,1979,1980,52,BEST PICTURE,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",Apocalypse Now,FALSE,8,147,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest",336478719.7,8.4,94,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,98,94,0,0,0,0
317,1979,1980,52,BEST PICTURE,"Peter Yates, Producer",Breaking Away,FALSE,5,101,Peter Yates,"Dennis Christopher, Dennis Quaid, Daniel Stern, Jackie Earle Haley",66209839.91,7.7,91,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,95,88,0,0,0,0
318,1979,1980,52,BEST PICTURE,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,TRUE,9,105,Robert Benton,"Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry",428340500,7.8,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,89,89,0,0,0,0
319,1979,1980,52,BEST PICTURE,"Tamara Asseyev and Alex Rose, Producers",Norma Rae,FALSE,4,114,Martin Ritt,"Sally Field, Beau Bridges, Ron Leibman, Pat Hingle",89602415.15,7.3,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,91,79,0,0,0,0
320,1980,1981,53,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,FALSE,6,186,Roman Polanski,"Nastassja Kinski, Peter Firth, Leigh Lawson, John Collin",,7.3,82,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,78,0,0,0,0
321,1980,1981,53,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,FALSE,8,129,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",83051464.99,8.1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,92,93,0,0,0,0
322,1980,1981,53,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner's Daughter,FALSE,7,124,Michael Apted,"Sissy Spacek, Tommy Lee Jones, Levon Helm, Phyllis Boyens",238608962.7,7.5,84,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,86,86,0,0,0,0
323,1980,1981,53,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,FALSE,8,124,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud",,8.2,78,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,92,93,0,0,0,0
324,1980,1981,53,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,TRUE,6,124,Robert Redford,"Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton",194629781.6,7.7,86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,89,88,0,0,0,0
325,1981,1982,54,BEST PICTURE,"David Puttnam, Producer",Chariots of Fire,TRUE,7,125,Hugh Hudson,"Ben Cross, Ian Charleson, Nicholas Farrell, Nigel Havers",189864853.9,7.1,78,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,83,80,0,0,0,0
326,1981,1982,54,BEST PICTURE,"Denis Heroux and John Kemeny, Producers",Atlantic City,FALSE,5,104,Louis Malle,"Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli",,7.3,85,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,77,0,0,0,0
327,1981,1982,54,BEST PICTURE,"Warren Beatty, Producer",Reds,FALSE,12,195,Warren Beatty,"Warren Beatty, Diane Keaton, Edward Herrmann, Jerzy Kosinski",130013059.1,7.3,76,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,90,82,0,0,0,0
328,1981,1982,54,BEST PICTURE,"Frank Marshall, Producer",Raiders of the Lost Ark,FALSE,9,115,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies",798957715.2,8.4,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,93,96,0,0,0,0
329,1981,1982,54,BEST PICTURE,"Bruce Gilbert, Producer",On Golden Pond,FALSE,10,109,Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon",384042663.4,7.6,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,91,87,0,0,0,0
330,1982,1983,55,BEST PICTURE,"Richard Attenborough, Producer",Gandhi,TRUE,11,191,Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth",160028876.2,8,79,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,89,92,0,0,0,0
331,1982,1983,55,BEST PICTURE,"Edward Lewis and Mildred Lewis, Producers",Missing,FALSE,4,122,Costa-Gavras,"Jack Lemmon, Sissy Spacek, Melanie Mayron, John Shea",42457720.21,7.7,78,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,94,85,0,0,0,0
332,1982,1983,55,BEST PICTURE,"Sydney Pollack and Dick Richards, Producers",Tootsie,FALSE,10,116,Sydney Pollack,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman",537393430.1,7.4,88,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,91,81,0,0,0,0
333,1982,1983,55,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",The Verdict,FALSE,5,129,Sidney Lumet,"Paul Newman, Charlotte Rampling, Jack Warden, James Mason",163765492.2,7.7,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,89,88,0,0,0,0
334,1982,1983,55,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",E.T. the Extra-Terrestrial,FALSE,9,115,Steven Spielberg,"Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace",1319557297,7.9,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,99,72,0,0,0,0
335,1983,1984,56,BEST PICTURE,"Michael Shamberg, Producer",The Big Chill,FALSE,3,105,Lawrence Kasdan,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt",165132640.6,7.1,61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,71,77,0,0,0,0
336,1983,1984,56,BEST PICTURE,"Peter Yates, Producer",The Dresser,FALSE,5,118,Peter Yates,"Albert Finney, Tom Courtenay, Edward Fox, Zena Walker",15604587.91,7.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100,86,0,0,0,0
337,1983,1984,56,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",The Right Stuff,FALSE,8,193,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid",63173519.08,7.8,91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96,90,0,0,0,0
338,1983,1984,56,BEST PICTURE,"Philip S. Hobel, Producer",Tender Mercies,FALSE,5,92,Bruce Beresford,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley",24808458.38,7.3,76,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82,81,0,0,0,0
339,1983,1984,56,BEST PICTURE,"James L. Brooks, Producer",Terms of Endearment,TRUE,11,132,James L. Brooks,"Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito",318581086.1,7.4,79,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,82,83,0,0,0,0
340,1984,1985,57,BEST PICTURE,"Saul Zaentz, Producer",Amadeus,TRUE,11,160,Milos Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice",146392365.8,8.4,87,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,89,95,0,0,0,0
341,1984,1985,57,BEST PICTURE,"David Puttnam, Producer",The Killing Fields,FALSE,7,141,Roland Joffé,"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands",97740266.24,7.8,76,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,93,91,0,0,0,0
342,1984,1985,57,BEST PICTURE,"John Brabourne and Richard Goodwin, Producers",A Passage to India,FALSE,11,164,David Lean,"Judy Davis, Victor Banerjee, Peggy Ashcroft, James Fox",76579428.19,7.3,78,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,79,79,0,0,0,0
343,1984,1985,57,BEST PICTURE,"Arlene Donovan, Producer",Places in the Heart,FALSE,7,111,Robert Benton,"Sally Field, Lindsay Crouse, Ed Harris, Amy Madigan",98307332.48,7.4,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,89,83,0,0,0,0
344,1984,1985,57,BEST PICTURE,"Norman Jewison, Ronald L. Schwary and Patrick Palmer, Producers",A Soldier's Story,FALSE,3,101,Norman Jewison,"Howard E. Rollins Jr., Adolph Caesar, Art Evans, David Alan Grier",61464160.79,7.2,66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,91,82,0,0,0,0
